"OWNER","SEGMENT_NAME","SEGMENT_TYPE","TABLESPACE_NAME","MB"
"HAL","ARTICLE_COLLECTIONS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_KEYWORDS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
"HAL","ARTICLE_AUTHORS","TABLE PARTITION","HAL_DATA",8
